Unnamed: 0	title	link	country	date	content
7212	 ЄК виділить 30 мільйонів євро на LED-лампи для українців		Ukraine		"<div id=""post-content"">"
7213	 До перемоги я буду президентом, а потім не знаю. Хочу на море і пива - Зеленський		Ukraine		"<div id=""post-content"">"
7214	 EU Strikes Deal With Hungary to Get 18-Bn-Euro Aid to Ukraine		Ukraine		"<div id=""post-content"">"
7215	 Парламент ліквідував ОАСК		Ukraine		"<div id=""post-content"">"
7216	 Білорусь раптово взялася перевіряти бойову готовність армії		Ukraine		"<div id=""post-content"">"
7217	 За удари по інфраструктурі України: Британія запровадила санкції проти РФ		Ukraine		"<div id=""post-content"">"
7218	 Vladimir Putin&#039;s Critics: Dead, Jailed, Exiled		Ukraine		"<div id=""post-content"">"
7219	 ЄС призупиняє фінансування для Угорщини на 6,3 мільярда євро		Ukraine		"<div id=""post-content"">"
7220	 Odesa Corruption Reveals Russian, Chinese and Internal Ukrainian Involvement		Ukraine		"<div id=""post-content"">"
7221	 Одна з найстаріших бібліотек Європи поповнилася українською літературою		Ukraine		"<div id=""post-content"">"
7222	 &quot;I Will Hold The Office of President Until we Win&quot;- Zelensky on David Letterman’s Netflix Show		Ukraine		"<div id=""post-content"">"
7223	 Україна отримає від Швейцарії новий пакет допомоги майже на 100 млн доларів		Ukraine		"<div id=""post-content"">"
7224	 За час війни США надали Україні військової допомоги на 19 млрд доларів: звіт		Ukraine		"<div id=""post-content"">"
7225	 Українські біженці у Ризі зможуть безплатно їздити у громадському транспорті		Ukraine		"<div id=""post-content"">"
7226	 У ДПСУ відреагували на заяву Лукашенка про перевірку боєготовності білоруської армії		Ukraine		"<div id=""post-content"">"
7227	 Kremlin Says Ukraine Must Accept New Realities		Ukraine		"<div id=""post-content"">"
7228	 U.S. Plans to Send Patriot Missiles to Ukraine: media		Ukraine		"<div id=""post-content"">"
7229	 Zelensky’s Peace Proposal – Why Was it Rejected? Is Peace Possible?		Ukraine		"<div id=""post-content"">"
7230	 Ранкова атака: у Києві збито 11 дронів		Ukraine		"<div id=""post-content"">"
7231	 Kyiv Post Morning Memo – Everything You Need to Know on Wednesday, Dec. 14		Ukraine		"<div id=""post-content"">"
7232	 The Russians Helping Ukrainian Refugees in Bulgaria		Ukraine		"<div id=""post-content"">"
7233	 Пентагон підтвердив плани передати Україні системи ПРО Patriot		Ukraine		"<div id=""post-content"">"
7234	 The Big Read: Ukraine’s EU and NATO membership – Where Are We At?		Ukraine		"<div id=""post-content"">"
7235	 Під час воєнного стану проводити вибори не можна - перший замглави Ради		Ukraine		"<div id=""post-content"">"
7236	 Україна отримала 200 млн євро від Німеччини для переселенців		Ukraine		"<div id=""post-content"">"
7237	 В Європарламенті хочуть переглянути доступ Qatar Airways до ринку ЄС		Ukraine		"<div id=""post-content"">"
7238	 Британія навчає українських суддів для проведення судів над воєнними злочинцями		Ukraine		"<div id=""post-content"">"
7239	 Мирна пропозиція Зеленського – яке її майбутнє?		Ukraine		"<div id=""post-content"">"
7240	"<span class=""label-title"">OPINION:</span> Russia&#039;s Oil Misfortune"		Ukraine		"<div id=""post-content"">"
7241	 Ukraine Secures 1 bn Euros in Aid to Get Through Winter		Ukraine		"<div id=""post-content"">"
7242	 Шольц заявив про єдність Євросоюзу у підтримці України		Ukraine		"<div id=""post-content"">"
7243	 Одеська корупція: російський, китайський та український слід		Ukraine		"<div id=""post-content"">"
7244	 Платформа UNITED24 продала останній браслет з довоєнної Азовсталі		Ukraine		"<div id=""post-content"">"
7245	 Return to Mariupol: One Couple’s Quest to Bury Their Parents		Ukraine		"<div id=""post-content"">"
7246	 Україна провела обмін з РФ: додому повернулися 64 воїни ЗСУ		Ukraine		"<div id=""post-content"">"
7247	 ЄБРР надасть Україні 300 млн євро на відбудову високовольтної інфраструктури		Ukraine		"<div id=""post-content"">"
7248	 Fakes, doubles, deception -  quintessential Rasshist formula		Ukraine		"<div id=""post-content"">"
7249	 Росіяни обстріляли будівлю Херсонської ОВА		Ukraine		"<div id=""post-content"">"
7250	 Kremlin’s Massive Air Attack Falls Flat: Ukraine Claims Every Drone Shot Down		Ukraine		"<div id=""post-content"">"
7251	 У 2023 році в Україні планується нова хвиля мобілізації		Ukraine		"<div id=""post-content"">"
7252	 Повітряна атака Кремля провалилася: Київ заявляє про збиття усіх безпілотників		Ukraine		"<div id=""post-content"">"
7253	 Senior British General: Royal Marines Deployed in &quot;Covert Operations&quot; in Ukraine		Ukraine		"<div id=""post-content"">"
7254	 Kyiv Says 64 Ukrainians, U.S. Citizen Released in Prisoner Swap with Russia		Ukraine		"<div id=""post-content"">"
7255	 Ukraine Moves 3 Steps Closer to Brussels		Ukraine		"<div id=""post-content"">"
7256	 Молдова подасть до суду на &quot;Газпром&quot; за провокування енергокризи		Ukraine		"<div id=""post-content"">"
7257	 Україна на три кроки наблизилася до членства в ЄС		Ukraine		"<div id=""post-content"">"
7258	 &#039;Every One of Them will be Punished&#039;: Kherson Hunts for Traitors		Ukraine		"<div id=""post-content"">"
7259	 ЄС надав Україні ще 500 млн євро макрофіну		Ukraine		"<div id=""post-content"">"
7260	 Українців нагородили премією Сахарова: Зеленський виступив з промовою		Ukraine		"<div id=""post-content"">"
7261	 Переселенці понад 2 тисячі разів скаржилися на порушення прав  з початку року		Ukraine		"<div id=""post-content"">"
7262	 У Латвії заявили, що спецтрибунал по РФ має відбутися навіть заочно		Ukraine		"<div id=""post-content"">"
7263	 У WBA заявили, що російські боксери не винні у війні РФ проти України		Ukraine		"<div id=""post-content"">"
7264	 Членство України в ЄС і НАТО – де ми зараз?		Ukraine		"<div id=""post-content"">"
7265	 UK Training Ukrainian Judges to Hold Russian War Crimes Trials		Ukraine		"<div id=""post-content"">"
7266	 НАТО та ЄС найближчим часом закличуть Росію вивести війська з України		Ukraine		"<div id=""post-content"">"
7267	 Kyiv Post Morning Memo – Everything You Need to Know on Thursday, Dec. 15		Ukraine		"<div id=""post-content"">"
7268	 Ukraine Finds &#039;Propaganda&#039; at Russia-Linked Orthodox Sites		Ukraine		"<div id=""post-content"">"
7269	 Суд арештував 7 готелів групи VS Energy Гінера, Бабакова і Воєводіна		Ukraine		"<div id=""post-content"">"
7270	 Pope Says Spend Less on Christmas, Give to Ukraine		Ukraine		"<div id=""post-content"">"
7271	 Винищувач з українським двигуном Bayraktar Kızılelma здійснив перший політ		Ukraine		"<div id=""post-content"">"
7272	 Конгрес США розгляне резолюцію про виключення РФ з Радбезу ООН		Ukraine		"<div id=""post-content"">"
7273	 Повернення до Маріуполя: історія подружжя, яке намагалося поховати батьків		Ukraine		"<div id=""post-content"">"
7274	 Росія знову вдарила по центру Херсона: є жертви		Ukraine		"<div id=""post-content"">"
7275	 Ukraine’s Eurovision 2023 Hopeful: &quot;The World Must Hear Us&quot;		Ukraine		"<div id=""post-content"">"
7276	 Urban Planning Reform Ukrainian-Style: What’s Behind the Controversy		Ukraine		"<div id=""post-content"">"
7277	 Штати планують передати в Україну комплекти &quot;розумних бомб&quot;		Ukraine		"<div id=""post-content"">"
7278	 Містобудівна реформа по-українськи: чому виник скандал		Ukraine		"<div id=""post-content"">"
7279	 Франція здобула перемогу над Марокко і стала другим фіналістом ЧС-2022		Ukraine		"<div id=""post-content"">"
7280	 Ukraine Says Russian Shelling Kills Two in Kherson City		Ukraine		"<div id=""post-content"">"
7281	 Конкурс на посаду глави НАБУ: комісія продовжила прийом документів		Ukraine		"<div id=""post-content"">"
7282	 У ЗСУ розповіли про кроки Лукашенка для підготовки можливої участі у війні		Ukraine		"<div id=""post-content"">"
7283	 EXPLAINED: Why Jailed Former Georgian President Declared Another Hunger Strike		Ukraine		"<div id=""post-content"">"
7284	 Чого не вистачає креативним індустріям України: форум		Ukraine		"<div id=""post-content"">"
7285	 Київ отримав від США спецтехніку і понад 130 генераторів		Ukraine		"<div id=""post-content"">"
7286	 Країни Балтії та Польща блокують нові санкції проти РФ, оскільки проти їх послаблення		Ukraine		"<div id=""post-content"">"
7287	 Європарламент визнав Голодомор геноцидом українського народу		Ukraine		"<div id=""post-content"">"
7288	 В Києві з’явився музично-віртуальний мурал з ефектом доповненої реальності		Ukraine		"<div id=""post-content"">"
7289	 РФ у змозі використовувати дрони за будь-яких погодних умов		Ukraine		"<div id=""post-content"">"
7290	 Харківські культурні діячі просять Зеленського перейменувати театр імені Пушкіна		Ukraine		"<div id=""post-content"">"
7291	 EU Parliament Recognises Ukraine Soviet-Era Famine as &#039;Genocide&#039;		Ukraine		"<div id=""post-content"">"
7292	 EU Parliament Chief Vows Big Reforms Amid Graft Scandal		Ukraine		"<div id=""post-content"">"
7293	 «Світ має нас почути» - Марина Круть про участь України в Євробаченні-2023		Ukraine		"<div id=""post-content"">"
7294	 Залужний: РФ готує 200 тисяч солдатів, не сумніваюсь, що вони знову підуть на Київ		Ukraine		"<div id=""post-content"">"
7295	 Chamber Used by Russians to Torture Children Found in Kherson		Ukraine		"<div id=""post-content"">"
7296	 Українці стали дивитися менше російського порно		Ukraine		"<div id=""post-content"">"
7297	 ПОЯСНЕННЯ: Чому ув&#039;язнений Саакашвілі знову оголосив голодування		Ukraine		"<div id=""post-content"">"
7298	 У Британії не виключили передачу Україні ракет Storm Shadow		Ukraine		"<div id=""post-content"">"
7299	 Russia Warns Washington: Patriot Systems to Ukraine Will Spark ‘Unpredictable Consequences’		Ukraine		"<div id=""post-content"">"
7300	 Exiled Chechen Leader Fears Influx of Russian Terrorists into Ukraine		Ukraine		"<div id=""post-content"">"
7301	 Україна під обстрілами: Росія обстрілює Київ, Харків, Запоріжжя та інші міста		Ukraine		"<div id=""post-content"">"
7302	 EXPLAINED: Latest US Sanctions Against Russia – Who’s on the Hit List?		Ukraine		"<div id=""post-content"">"
7303	 Угорщина протисла вилучення з нового пакету санкцій 3 російських міністрів		Ukraine		"<div id=""post-content"">"
7304	 У Києві призупинили рух метро, є перебої з водопостачанням		Ukraine		"<div id=""post-content"">"
7305	 Ukraine Army Chief Warns of New Russian Assault on Kyiv		Ukraine		"<div id=""post-content"">"
7306	 Kyiv Post Morning Memo – Everything You Need to Know on Friday, Dec. 16		Ukraine		"<div id=""post-content"">"
7307	 ICU Bond Market Insight: 14 December 2022		Ukraine		"<div id=""post-content"">"
7308	 По всій країні вводять екстрені аварійні відключення світла		Ukraine		"<div id=""post-content"">"
7309	 Лукашенко чекає Путіна в гості наступного понеділка		Ukraine		"<div id=""post-content"">"
7310	 &#039;Heavy Losses&#039;: Ukraine Soldiers Count War&#039;s Cost Away From Front		Ukraine		"<div id=""post-content"">"
7311	 ПОЯСНЕННЯ: Останні санкції США проти Росії – хто в списку?		Ukraine		"<div id=""post-content"">"
7312	 Putin to Visit Belarus Monday for Talks With Lukashenko		Ukraine		"<div id=""post-content"">"
7313	 Пентагон відповів на погрози РФ щодо постачання Україні Patriot		Ukraine		"<div id=""post-content"">"
7314	 World Bank Launches $2 bn Ukraine Private Sector Aid Package		Ukraine		"<div id=""post-content"">"
7315	 У РФ загорівся вертоліт Мі-8, загинув увесь екіпаж		Ukraine		"<div id=""post-content"">"
7316	 Угорщина заморозила російських активів на 870 млн євро		Ukraine		"<div id=""post-content"">"
7317	 &quot;Без Києва Росії смерть&quot;. Інтерв&#039;ю з військовим та істориком Олегом Базилевичем		Ukraine		"<div id=""post-content"">"
7318	 Київ витримав одну з найбільших ракетних атак з 24 лютого		Ukraine		"<div id=""post-content"">"
7319	 У США заявили, що через санкції Путіну вже бракує грошей на ведення війни		Ukraine		"<div id=""post-content"">"
7320	 У Німеччині видали перший альманах про українську літературу		Ukraine		"<div id=""post-content"">"
7321	 Kremlin Launches Another Missile Attack in a Quest to Destroy Ukraine’s Power Grid		Ukraine		"<div id=""post-content"">"
7322	 На шахтах Кривого Рогу через знеструмлення застрягли майже півтисячі гірників		Ukraine		"<div id=""post-content"">"
7323	"<span class=""label-title"">OPINION:</span> Нафтове нещастя Росії"		Ukraine		"<div id=""post-content"">"
7324	 Парламент має працювати ефективніше – народний депутат Железняк		Ukraine		"<div id=""post-content"">"
7325	 ФІФА відмовила Зеленському у посланні миру на фіналі ЧС		Ukraine		"<div id=""post-content"">"
7326	 Чеченський лідер Закаєв: &quot;Російські терористи можуть проникати в Україну для вбивства чеченців&quot;		Ukraine		"<div id=""post-content"">"
7327	 Ukraine Drones Come of Age with Russian Airfield Strikes, But Most Aircraft Still Privately Operated		Ukraine		"<div id=""post-content"">"
7328	 Zelensky Calls on EU to Speed Up Ukraine’s Accession		Ukraine		"<div id=""post-content"">"
7329	"<span class=""label-title"">OPINION:</span> Навіщо Україні американська система ППО та ПРО Patriot"		Ukraine		"<div id=""post-content"">"
7330	 Andy Murray Wins Humanitarian Award for Ukraine Support		Ukraine		"<div id=""post-content"">"
7331	 Євросоюз офіційно погодив новий пакет санкцій проти Росії		Ukraine		"<div id=""post-content"">"
7332	 Сербія просить НАТО дозволити введення своїх військ у Косово		Ukraine		"<div id=""post-content"">"
7333	 Київські рецепти, історії та спогади: про книгу Олеся Ільченка «Чікен Київ»		Ukraine		"<div id=""post-content"">"
7334	"<span class=""label-title"">OPINION:</span> A Festive Freedom"		Ukraine		"<div id=""post-content"">"
7335	 РФ у перші дні вторгнення хотіла знищити ППО та авіацію України		Ukraine		"<div id=""post-content"">"
7336	 FIFA Rejects Zelensky’s World Cup Request		Ukraine		"<div id=""post-content"">"
7337	 Центробанк РФ констатував брак робочої сили через мобілізацію		Ukraine		"<div id=""post-content"">"
7338	 Штат Нью-Йорк заборонив продаж котів, собак і кроликів у зоомагазинах з 2024		Ukraine		"<div id=""post-content"">"
7339	 Hungary Seizes Russian Assets Worth 870 Million Euros		Ukraine		"<div id=""post-content"">"
7340	 New Turkish Baykar Drone Makes its First Flight		Ukraine		"<div id=""post-content"">"
7341	 Secret Santa for the Armed Forces of Ukraine		Ukraine		"<div id=""post-content"">"
7342	 Таємний Санта для Збройних Сил України		Ukraine		"<div id=""post-content"">"
7343	 Liquidation of the DACK		Ukraine		"<div id=""post-content"">"
7344	"<span class=""label-title"">OPINION:</span> Christmas with Ukrainian Touches"		Ukraine		"<div id=""post-content"">"
7345	 Why Ukraine Needs US Patriot Systems		Ukraine		"<div id=""post-content"">"
7346	 РФ готується до тривалої війни та наступів, - Столтенберг		Ukraine		"<div id=""post-content"">"
7347	 Putin &#039;Planning For a Long War&#039; in Ukraine: NATO Chief		Ukraine		"<div id=""post-content"">"
7348	 EU Slams Russia&#039;s &#039;Indiscriminate Terror&#039; in Ukraine		Ukraine		"<div id=""post-content"">"
7349	 Croatia Lawmakers Say &#039;no&#039; to Ukraine Troops Training		Ukraine		"<div id=""post-content"">"
7350	 Analysts doubt Ukrainian claims about Russian offensive		Ukraine		"<div id=""post-content"">"
7351	 US Pledges to Send Ukraine New Air Defense Capabilities		Ukraine		"<div id=""post-content"">"
7352	 Книга року BBC-2022: хто став переможцем		Ukraine		"<div id=""post-content"">"
7353	"<span class=""label-title"">OPINION:</span> Ліквідація ОАСК: перемога чи ні?"		Ukraine		"<div id=""post-content"">"
7354	 Putin Meets Top Military Brass to Discuss Ukraine Strategy		Ukraine		"<div id=""post-content"">"
7355	 Russian Invaders Destroy Golden Cabinet in Khan&#039;s Palace in Occupied Crimea		Ukraine		"<div id=""post-content"">"
7356	 Hungary for Accelerating Ukraine&#039;s Integration Into EU, but for Maintaining Ties With Russia		Ukraine		"<div id=""post-content"">"
7357	 EU Finally Signs off on Ukraine Aid, Minimum Corporate Tax		Ukraine		"<div id=""post-content"">"
7358	 Ворог застосував «Шахеди» перед ракетною атакою, щоб виявити українську ППО		Ukraine		"<div id=""post-content"">"
7359	 New EU Sanctions Against Russia - Still Not Serious Enough?		Ukraine		"<div id=""post-content"">"
7360	 The UFC has a Kadyrov Problem		Ukraine		"<div id=""post-content"">"
7361	 Scholz Wants to Keep Channels Open for Communication with Putin		Ukraine		"<div id=""post-content"">"
7362	 Шольц: для припинення війни Росії проти України необхідні переговори		Ukraine		"<div id=""post-content"">"
7363	 Українські безпілотники добре показали себе після ударів у РФ, але більшість виробляється приватно		Ukraine		"<div id=""post-content"">"
7364	 UK Confirms Sending Ukraine Brimstone 2 Precision-Guided Missiles		Ukraine		"<div id=""post-content"">"
7365	 Ukraine Races to Restore Power After Russian Missiles Batter Grid		Ukraine		"<div id=""post-content"">"
7366	 Велика Британія передала Україні ракети Brimstone 2		Ukraine		"<div id=""post-content"">"
7367	 TVORCHI представлятимуть Україну на Євробаченні-2023		Ukraine		"<div id=""post-content"">"
7368	 British PM’s Request for Ukraine ‘War Progress Audit’ Sparks Concerns		Ukraine		"<div id=""post-content"">"
7369	 Terror, Lies and Aggression: Military Officer and Historian on the ‘Myth of Muscovy’		Ukraine		"<div id=""post-content"">"
7370	 In Ukraine&#039;s Avdiivka, &#039;Hope is all we Have&#039;		Ukraine		"<div id=""post-content"">"
7371	 Moscow says Moldova ban on TV channels &#039;political censorship&#039;		Ukraine		"<div id=""post-content"">"
7372	 Ukraine-Run Advisory Platform for Safe Surrender Seen by 1.2M Russians		Ukraine		"<div id=""post-content"">"
7373	 Ukraine Opposing Permitting Russians to Compete in Olympic Games Under &quot;Neutral&quot; Flag		Ukraine		"<div id=""post-content"">"
7374	 Music Duo TVORCHI to Represent Ukraine at Eurovision 2023		Ukraine		"<div id=""post-content"">"
7375	 Зеленський про передачу Україні систем Patriot: процес іде		Ukraine		"<div id=""post-content"">"
7376	 Kyiv Post Morning Memo – Everything You Need to Know on Monday, Dec. 19		Ukraine		"<div id=""post-content"">"
7377	 EXPLAINED: Why is Russia Sending Circus Performers to Ukraine?		Ukraine		"<div id=""post-content"">"
7378	"<span class=""label-title"">OPINION:</span> Lessons from History: Russia’s Repression of the Bashkirs"		Ukraine		"<div id=""post-content"">"
7379	 Росія знову атакувала Київ дронами: сили ППО збили 18 з 23 БПЛА		Ukraine		"<div id=""post-content"">"
7380	"<span class=""label-title"">OPINION:</span> Ukraine’s Silent Night: Russia’s Attacks on Religious Sites are War Crimes"		Ukraine		"<div id=""post-content"">"
7381	 РФ у черговий раз вдарила по будівлі Херсонської ОВА		Ukraine		"<div id=""post-content"">"
7382	 UK to Announce Major New Artillery Package for Ukraine		Ukraine		"<div id=""post-content"">"
7383	 Russian Troops to Hold Drills in Ukraine&#039;s Neighbor Belarus		Ukraine		"<div id=""post-content"">"
7384	 ПОЯСНЕННЯ: Навіщо Росія відправляє в Україну артистів?		Ukraine		"<div id=""post-content"">"
7385	 Ukraine Jews Mark &#039;Festival of Lights&#039; Amid Blackouts		Ukraine		"<div id=""post-content"">"
7386	 Politico: Байден поки не планує відвідувати Київ		Ukraine		"<div id=""post-content"">"
7387	 У NASA показали супутниковий знімок знеструмленої України		Ukraine		"<div id=""post-content"">"
7388	 Belarusian Opposition Leader Sends Message to Ukrainians		Ukraine		"<div id=""post-content"">"
7389	 EXCLUSIVE: Chances of Belarus Sending Soldiers into Ukraine &quot;May Increase in Coming Weeks,&quot; Opposition Leader Warns		Ukraine		"<div id=""post-content"">"
7390	 Євросоюз розгляне ще нижчу стелю ціни на газ		Ukraine		"<div id=""post-content"">"
7391	 Ситуація важка: в &quot;Укренерго&quot; оцінили стан енергосистеми після атаки Росії		Ukraine		"<div id=""post-content"">"
7392	 Kyiv Rocked by Explosions as Russia Launches Overnight Drone Attack		Ukraine		"<div id=""post-content"">"
7393	 У Києві запрацюють ще дві станції метрополітену		Ukraine		"<div id=""post-content"">"
7394	"<span class=""label-title"">OPINION:</span> Чи буде НАТО воювати з Росією?"		Ukraine		"<div id=""post-content"">"
7395	"<span class=""label-title"">OPINION:</span> Last Week in Ukraine: General Zaluzhnyi’s Call for Arms, Battle for Bakhmut and Ukraine’s “Homework”"		Ukraine		"<div id=""post-content"">"
7396	"<span class=""label-title"">OPINION:</span> The Sounds of War"		Ukraine		"<div id=""post-content"">"
7397	"<span class=""label-title"">OPINION:</span> Тиждень України: «бахмутська м’ясорубка»,  серйозна розмова генерала  Залужного та «домашнє задання» України"		Ukraine		"<div id=""post-content"">"
7398	 &quot;Харківські угоди&quot;: завершилося розслідування проти Януковича та Азарова		Ukraine		"<div id=""post-content"">"
7399	 Аргентина вперше виграла ЧС з футболу з 1986 року		Ukraine		"<div id=""post-content"">"
7400	 Putin Intimidated by Chechnya’s Kadyrov - Secretary of the National Security and Defense Council		Ukraine		"<div id=""post-content"">"
7401	 Президент Естонії: Україні треба надати військову допомогу для виграшу у війні з РФ		Ukraine		"<div id=""post-content"">"
7402	 Маск спитав користувачів Twitter, чи варто йому піти з посади		Ukraine		"<div id=""post-content"">"
7403	 У вівторок до Землі наблизиться &quot;потенційно небезпечний&quot; астероїд		Ukraine		"<div id=""post-content"">"
7404	 РФ готується до війни з Молдовою у 2023 році		Ukraine		"<div id=""post-content"">"
7405	 Росія переважає в артилерії, однак не вміє її використовувати		Ukraine		"<div id=""post-content"">"
7406	"<span class=""label-title"">OPINION:</span> Різдво з українським акцентом"		Ukraine		"<div id=""post-content"">"
7407	 Ukrainian Soldiers Reinvest Salaries into Armed Forces Through Charity Auctions		Ukraine		"<div id=""post-content"">"
7408	 Belarus Dictator Urges Unity with Moscow in &#039;Difficult Times&#039;		Ukraine		"<div id=""post-content"">"
7409	"<span class=""label-title"">OPINION:</span> Nuremberg not Negotiations"		Ukraine		"<div id=""post-content"">"
7410	 Kyiv Post Morning Memo – Everything You Need to Know on Tuesday, Dec. 20		Ukraine		"<div id=""post-content"">"
7411	 EXPLAINED: Putin, Lukashenko Meeting – What Happened?		Ukraine		"<div id=""post-content"">"
7412	 Штати планують виділити біля 45 млрд доларів Україні та союзникам по НАТО		Ukraine		"<div id=""post-content"">"
7413	 Тихановська попереджає про участь білоруських військ у війні в Україні		Ukraine		"<div id=""post-content"">"
7414	 Україна отримає ще 10 тисяч терміналів Starlink		Ukraine		"<div id=""post-content"">"
7415	 Наєв заявив, що рівень воєнної загрози з Білорусі поступово зростає		Ukraine		"<div id=""post-content"">"
7416	 МВФ схвалив нову 4-місячну програму для України		Ukraine		"<div id=""post-content"">"
7417	 Belarusian Opposition Leader Wants Meeting with Zelensky		Ukraine		"<div id=""post-content"">"
7418	 Глава уряду Нідерландів вибачився за рабовласницьке минуле країни		Ukraine		"<div id=""post-content"">"
7419	 Росгвардію частково виведуть з фронту		Ukraine		"<div id=""post-content"">"
7420	 IMF Approves Program to Help Ukraine Secure Donor Funding		Ukraine		"<div id=""post-content"">"
7421	 Frustration in Moscow: Russia unable to digest even Belarus		Ukraine		"<div id=""post-content"">"
7422	 Опитування: 58% росіян підтримає рішення про загальну мобілізацію у РФ		Ukraine		"<div id=""post-content"">"
7423	 How Foreign Businesses in Ukraine Cope With the War		Ukraine		"<div id=""post-content"">"
7424	 Heartbreak Hotel: Where the Ghosts of Criminals Past Come to Haunt		Ukraine		"<div id=""post-content"">"
7425	 Віртуозні підприємці. Як працює іноземний бізнес в Україні в час війни		Ukraine		"<div id=""post-content"">"
7426	"<span class=""label-title"">OPINION:</span> Zelensky Channels Hanukkah’s Maccabees - A Jewish View"		Ukraine		"<div id=""post-content"">"
7427	 ПОЯСНЕННЯ: Зустріч Путіна та Лукашенка – що сталося?		Ukraine		"<div id=""post-content"">"
7428	 Книга про українську культуру визнана однією з найкращих		Ukraine		"<div id=""post-content"">"
7429	 Mamba SAMP-T: Good European Analog of Much Wanted Patriot		Ukraine		"<div id=""post-content"">"
7430	 Зеленський відвідав Бахмут		Ukraine		"<div id=""post-content"">"
7431	 Russian Opponents to Invasion Hold Third Anti-War Conference in Vilnius		Ukraine		"<div id=""post-content"">"
7432	 Всесвітньовідомий архітектор Фостер працює над планом відбудови Харкова		Ukraine		"<div id=""post-content"">"
7433	"<span class=""label-title"">OPINION:</span> Twitter’s Lack of Action Sees Users Tumbling Down the Pro-Russia Rabbit Hole"		Ukraine		"<div id=""post-content"">"
7434	 Лідерка білоруської опозиції Тихановська хоче зустрітися із Зеленським		Ukraine		"<div id=""post-content"">"
7435	 Zelensky Visits Frontline City of Bakhmut		Ukraine		"<div id=""post-content"">"
7436	 Пияцтво в російських селах рекордно зросло цього року		Ukraine		"<div id=""post-content"">"
7437	 В Україні діє понад 8,5 тисяч церков УПЦ МП		Ukraine		"<div id=""post-content"">"
7438	 Україна готує кроки, аби довести незаконність перебування РФ у Радбезі ООН		Ukraine		"<div id=""post-content"">"
7439	"<span class=""label-title"">OPINION:</span> Тиха українська ніч: атаки Росії на релігійні об’єкти є воєнними злочинами"		Ukraine		"<div id=""post-content"">"
7440	 У UFC проблеми через Кадирова		Ukraine		"<div id=""post-content"">"
7441	 Литовському консулу повернули понад 100 старовинних ікон, викрадених росіянами у Херсоні		Ukraine		"<div id=""post-content"">"
7442	 ICU Weekly Insight: 20 Dec. 2022		Ukraine		"<div id=""post-content"">"
7443	 Ukraine’s Top General Supports Harsher Law for Deserters and Draft-dodgers		Ukraine		"<div id=""post-content"">"
7444	 Україна отримала 2 млрд доларів гранту від США		Ukraine		"<div id=""post-content"">"
7445	 Endless Cycle of Destruction and Repair for Ukraine&#039;s Energy Workers		Ukraine		"<div id=""post-content"">"
7446	 Power Supply in Kyiv Region Remains Critical		Ukraine		"<div id=""post-content"">"
7447	 Russians Conflicted on Ukraine Winter Offensive, U.S. Says		Ukraine		"<div id=""post-content"">"
7448	 Зеленський вирушив до США з візитом		Ukraine		"<div id=""post-content"">"
7449	 Kyiv Post Morning Memo – Everything You Need to Know on Wednesday, Dec. 21		Ukraine		"<div id=""post-content"">"
7450	 EXPLAINED: What Forced British PM to Confirm His Continued Support for Ukraine?		Ukraine		"<div id=""post-content"">"
7451	 Українська делегація у США проситиме про постачання ATACMS		Ukraine		"<div id=""post-content"">"
7452	 Expert: Victims of Sexual Violence From Russians Face Psychological Issues		Ukraine		"<div id=""post-content"">"
7453	 Штати планують визнати РФ &quot;країною-агресором&quot;		Ukraine		"<div id=""post-content"">"
7454	 Ukraine&#039;s Zelensky to Meet Biden, Address Congress in Washington		Ukraine		"<div id=""post-content"">"
7455	"<span class=""label-title"">OPINION:</span> What&#039;s in Store for the Hryvnia in 2023?"		Ukraine		"<div id=""post-content"">"
7456	 Children of War: Photo Project Shows the Creepy Everyday Life of Young Ukrainians		Ukraine		"<div id=""post-content"">"
7457	 У Білорусі обмежили в&#039;їзд до районів, що межують з Україною		Ukraine		"<div id=""post-content"">"
7458	 Why Kissinger is Wrong About Ukraine		Ukraine		"<div id=""post-content"">"
7459	 Doctors Urge Georgia to Send Jailed Ex-leader Abroad for Care		Ukraine		"<div id=""post-content"">"
7460	 У Катарі відкрили магазин українських вишиванок		Ukraine		"<div id=""post-content"">"
7461	 Таліби заборонили жінкам в Афганістані навчатися в університетах		Ukraine		"<div id=""post-content"">"
7462	 Мобільний зв&#039;язок у РФ погіршиться після виходу Nokia та Ericsson з ринку		Ukraine		"<div id=""post-content"">"
7463	"<span class=""label-title"">OPINION:</span> Чого чекати від зустрічі Зеленського з Байденом?"		Ukraine		"<div id=""post-content"">"
7464	 Russian Ruble Teeters, Tumbles Towards New Year		Ukraine		"<div id=""post-content"">"
7465	 Росіяни отримували задоволення від людського страху – психотерапевт		Ukraine		"<div id=""post-content"">"
7466	 Рубль впав до найнижчого рівня з початку травня		Ukraine		"<div id=""post-content"">"
7467	 EXPLAINED: Why Ukraine’s Top General Urges Tougher Punishment for Deserters		Ukraine		"<div id=""post-content"">"
7468	 Десять мільйонів українців можуть страждати від психічних розладів через війну		Ukraine		"<div id=""post-content"">"
7469	 Розчарування в Москві: Росія не може вплинути навіть на Білорусь		Ukraine		"<div id=""post-content"">"
7470	 Journalist From Kherson Attacked in Kyiv		Ukraine		"<div id=""post-content"">"
7471	 ПОЯСНЕННЯ: Що змусило британського прем&#039;єра підтвердити подальшу підтримку України?		Ukraine		"<div id=""post-content"">"
